date,method,target,products,period,time_start,time_end,status,status_text,area_name,zone_code,region,boundary_text,area_sq_km,centroid_lat,centroid_lon,map_url,map_id,observed_via,first_seen
2021-08-05,ground,adult,Evergreen 5-25; DeltaGard,evening,20:15,23:00,complete,COMPLETE,Portion of Rural South Escalon,E6,Escalon,"North to Greenleaf Rd., South to Stanislaus River, East to Stanislaus River, West to Brennan Rd.",1.4408,37.75737,-121.00603,https://www.google.com/maps/d/viewer?mid=1t0mLpgcO74l4M4QIge2qBuA2QAQsmvP0,1t0mLpgcO74l4M4QIge2qBuA2QAQsmvP0,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-06,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of East Stockton,S30,Stockton,"North to Calaveras River, South to Cherokee Rd., East to Homer St., West to Cherryland Ave.",1.0328,38.006562,-121.243531,https://www.google.com/maps/d/viewer?mid=1JSLnt5qYbm7XDFgsGaEk_d_n_jmhHH-n,1JSLnt5qYbm7XDFgsGaEk_d_n_jmhHH-n,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-06,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Northeast Stockton,S31,Stockton,"North to E. Hammer Ln., South to Amaretto St., East to R&R, West to Lorraine Ave.",0.4665,38.015738,-121.282313,https://www.google.com/maps/d/viewer?mid=1ZookZh0u51WlKoYJcTuBd8NJToImqoRt,1ZookZh0u51WlKoYJcTuBd8NJToImqoRt,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-06,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural East Lodi,L3,Lodi,"North to E. Sargent Rd., South to E. Harney Ln., East to one mile east of Tully Rd., West to Tully Rd.",5.6911,38.117387,-121.123846,https://www.google.com/maps/d/viewer?mid=1CcmBWbKNLi71Ywn0Ll8_JToDyRF1e86i,1CcmBWbKNLi71Ywn0Ll8_JToDyRF1e86i,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-06,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural Southeast Lodi,L16,Lodi,"North to E. Kettleman Ln., South to Tokay Colony Rd., East to Jack Tone Rd., West to Hibbard Rd.",5.4487,38.100392,-121.158371,https://www.google.com/maps/d/viewer?mid=1DUWhMyDnPVNar92IhLuoouhPFlUDXvpK,1DUWhMyDnPVNar92IhLuoouhPFlUDXvpK,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-11,ground,adult,DeltaGard,morning,05:00,07:00,complete,COMPLETE,Portion of Rural South Farmington,E52,Escalon,"North to Gawne Rd., South to Skiff Rd., East to Biederman Way, West to Temple Creek Rd.",2.8548,37.879231,-120.935445,https://www.google.com/maps/d/viewer?mid=1JFoWz4Pec-MeAO2ggH2GWY-76_OQy-C3,1JFoWz4Pec-MeAO2ggH2GWY-76_OQy-C3,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-12,aerial,adult,Dibrom,evening,20:30,22:30,complete,COMPLETE,Portion of Rural South County,SC7,South County,South of Manteca and West of Ripon to San Joaquin County Line,25.5735,37.698811,-121.205986,https://www.google.com/maps/d/viewer?mid=1eT2bb3UMgtKD5jYJ_ufl1laRSlIP__Mg,1eT2bb3UMgtKD5jYJ_ufl1laRSlIP__Mg,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-12,aerial,adult,Dibrom,evening,20:30,22:30,complete,COMPLETE,"Portions of Wright, Shima and Rindge Tracts and a portion of Lower Roberts Island",D26,Delta,,16.053,38.001274,-121.391936,https://www.google.com/maps/d/viewer?mid=1dlDyC8yq7L-TnAFt59IFtIL3tyqDFJsH,1dlDyC8yq7L-TnAFt59IFtIL3tyqDFJsH,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,aerial,adult,Dibrom,evening,20:30,22:30,complete,COMPLETE,"Delta area: Portions of McDonald Island, Rindge Tract, Medford Island, Lower Roberts Island, and Lower Jones Tract",D28,Delta,,35.6612,38.000458,-121.484133,https://www.google.com/maps/d/viewer?mid=1zMORm1rymHuKDjgQoeGgjdBYTjH5U5gY,1zMORm1rymHuKDjgQoeGgjdBYTjH5U5gY,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Northwest Stockton,S5,Stockton,"North to Stanfield Dr., South to Mosher Slough, East to Thornton Rd., West to Bainbridge Pl. (Added 8/12/21)",1.408,38.032486,-121.346501,https://www.google.com/maps/d/viewer?mid=109q8EoTZrIRPqqWcYaVxLc9JdJ5qGeta,109q8EoTZrIRPqqWcYaVxLc9JdJ5qGeta,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural East Lodi,L3,Lodi,"North to E. Sargent Rd., South to E. Harney Ln., East to one mile east of Tully Rd., West to Tully Rd. (Added 8/12/21)",5.6911,38.117387,-121.123846,https://www.google.com/maps/d/viewer?mid=1CcmBWbKNLi71Ywn0Ll8_JToDyRF1e86i,1CcmBWbKNLi71Ywn0Ll8_JToDyRF1e86i,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural North Escalon,E32c,Escalon,"North to Dove Rd., South to Mahon Rd., East to Steinegul Rd., West to Escalon Bellota Rd. (Added 8/12/21)",14.3217,37.829176,-120.979659,https://www.google.com/maps/d/viewer?mid=1f7t40Gy5LaBvDY3R_hkf_CUW39GiNOuE,1f7t40Gy5LaBvDY3R_hkf_CUW39GiNOuE,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural South County,SC1,South County,"North to one mile north of E. McMullin Rd., South to Perrin Rd., East to Airport Way, West to S. Hays Rd.",4.7947,37.735918,-121.263435,https://www.google.com/maps/d/viewer?mid=1dcvrXM7RFuFpl8saR2Bwl08cXfA3CU-C,1dcvrXM7RFuFpl8saR2Bwl08cXfA3CU-C,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural South Delta Area,D30,Delta,"Portions of: Upper Jones Tract, Union Island and Drexler Tract",16.8895,37.892875,-121.477942,https://www.google.com/maps/d/viewer?mid=1i5uFt65faYfsvGRy9wf93xfhVs3QmKj_,1i5uFt65faYfsvGRy9wf93xfhVs3QmKj_,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural Southeast Lodi,L16,Lodi,"North to E. Kettleman Ln., South to Tokay Colony Rd., East to Jack Tone Rd., West to Hibbard Rd. (Added 8/12/21)",5.4487,38.100392,-121.158371,https://www.google.com/maps/d/viewer?mid=1DUWhMyDnPVNar92IhLuoouhPFlUDXvpK,1DUWhMyDnPVNar92IhLuoouhPFlUDXvpK,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-13,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Thornton Area,TH-2a,Thornton,"North to N. New Hope Rd., South to Beaver Slough, East to Mokelumne River and Kile Rd., West to I-5 (modified map 8/12/21)",4.0936,38.220954,-121.418066,https://www.google.com/maps/d/viewer?mid=1IllxTwsPTM0xmSzgId4MDSp3n94IL_6i,1IllxTwsPTM0xmSzgId4MDSp3n94IL_6i,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-17,ground,adult,Evergreen 5-25; DeltaGard,morning,04:30,07:00,complete,COMPLETE,Portion North Escalon,E49,Escalon,"North to Magnolia Ave., South to Yosemite Ave., East to Seidner Rd., West to Escalon-Bellota Rd.",9.9719,37.806838,-120.972732,https://www.google.com/maps/d/viewer?mid=1Hq9fyEcpMzvGjIcwQNP3khmRtHTDrEYy,1Hq9fyEcpMzvGjIcwQNP3khmRtHTDrEYy,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-18,ground,larval,VectoBac WDG,morning,04:00,06:00,complete,COMPLETE,Portion of West Stockton- Brookside area,S23,Stockton,"North to March Ln., South to Brookside Rd., West to Brookside Rd., East to Feather River Dr.",0.7464,37.980025,-121.349699,https://www.google.com/maps/d/viewer?mid=1JNoCNnTgawK0dNM7YpxQIOZZHDmI6jVQ,1JNoCNnTgawK0dNM7YpxQIOZZHDmI6jVQ,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-19,aerial,adult,Dibrom,evening,20:00,23:00,complete,COMPLETE,Delta Area,D17,Delta,"Portions of Brack Tract, Terminous Tract including Tower Park, Bouldin Island, and Staten Island",61.1567,38.155578,-121.479914,https://www.google.com/maps/d/viewer?mid=1LQZcE94-rLhxU1paWW1atApDz3ImdiAh,1LQZcE94-rLhxU1paWW1atApDz3ImdiAh,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-19,ground,adult,Evergreen 5-25; DeltaGard,evening,20:00,23:00,complete,COMPLETE,Delta Area,D6,Delta,West Roberts Island,10.682,37.97315,-121.45385,https://www.google.com/maps/d/viewer?mid=1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-19,ground,adult,Evergreen 5-25; DeltaGard,evening,20:00,23:00,complete,COMPLETE,Portion of Rural East Lodi,L18,Lodi,"North to E. Sargent Rd., South to Live Oak Rd., East to two miles east of Jack Tone Rd., West to Hibbard Rd.",26.0755,38.105869,-121.140533,https://www.google.com/maps/d/viewer?mid=1noHqDetJPH9IdUhmKzfmMCFgi9S8Dm4b,1noHqDetJPH9IdUhmKzfmMCFgi9S8Dm4b,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-19,ground,adult,Evergreen 5-25; DeltaGard,evening,20:00,23:00,complete,COMPLETE,Portion of Rural North Escalon,E32b,Escalon,"North to Dove Rd., South to Lone Tree Rd., East to Steinegul Rd., West to Escalon Bellota Rd. (Added 8/19/21)",7.7882,37.83812,-120.980255,https://www.google.com/maps/d/viewer?mid=1pzrd8Hynh63FfYfcz3qOD73R8FLkBC5G,1pzrd8Hynh63FfYfcz3qOD73R8FLkBC5G,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-19,ground,adult,Dibrom; Evergreen 5-25; DeltaGard,evening,20:00,23:00,complete,COMPLETE,Portion of Rural South County,SC7,South County,Rural South County- South of Manteca and West Of Ripon to San Joaquin County Line,25.5735,37.698811,-121.205986,https://www.google.com/maps/d/viewer?mid=1eT2bb3UMgtKD5jYJ_ufl1laRSlIP__Mg,1eT2bb3UMgtKD5jYJ_ufl1laRSlIP__Mg,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-19,ground,adult,Evergreen 5-25; DeltaGard,evening,20:00,23:00,complete,COMPLETE,Portion of Rural South County,SC6,South County,,9.4377,37.731836,-121.264245,https://www.google.com/maps/d/viewer?mid=1f0-bFLjD5HOZiYHtBvIRbEUokEX27sXW,1f0-bFLjD5HOZiYHtBvIRbEUokEX27sXW,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-20,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Eastern Portion of the City of Escalon,E2,Escalon,"North to California St., South to Vine Ave., East to Brook St., West to Main St. (Added 8/19/21)",0.722,37.793479,-120.986348,https://www.google.com/maps/d/viewer?mid=1dAECfkRz_7jwCBY8gbsz0rdNKdXfvz0b,1dAECfkRz_7jwCBY8gbsz0rdNKdXfvz0b,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-20,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Farmington Area,E16,Escalon,"North to Hwy 4, South to one mile south of Hwy 4, East to 1/2 mile east of Escalon-Bellota Rd., West to 1/2 mile west of Escalon-Bellota Rd. (Added 8/19/21)",2.6174,37.92281,-120.999966,https://www.google.com/maps/d/viewer?mid=1e98hdgpLKPuy7BvLzie6nhCtZBZGbwD1,1e98hdgpLKPuy7BvLzie6nhCtZBZGbwD1,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-20,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of North Escalon,E44,Escalon,"North to Magnolia Rd., South to Yosemite Ave., East to Campbell Ave., West to Escalon-Bellota Rd. (Added 8/19/21)",3.4981,37.808134,-120.988167,https://www.google.com/maps/d/viewer?mid=1skIsWDdoEa6yXcq2Gcut_h38PctgtP8X,1skIsWDdoEa6yXcq2Gcut_h38PctgtP8X,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-20,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Northwest Stockton- Brookside area,S23,Stockton,"North to W. March Ln., South to Brookside Rd., East to Feather River Dr., West to Brookside Rd",0.7464,37.980025,-121.349699,https://www.google.com/maps/d/viewer?mid=1JNoCNnTgawK0dNM7YpxQIOZZHDmI6jVQ,1JNoCNnTgawK0dNM7YpxQIOZZHDmI6jVQ,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-20,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural West Lodi,L1,Lodi,"North to Hwy 12, South to Telephone Cut, East to I-5, West to three miles west of I-5",20.1046,38.092664,-121.40989,https://www.google.com/maps/d/viewer?mid=10gIMbuxlqr42DMKl4R2gFASKxx5RV0hS,10gIMbuxlqr42DMKl4R2gFASKxx5RV0hS,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-22,aerial,adult,Evergreen 5-25,evening,20:00,22:00,complete,COMPLETE,Rural East Lodi,L19,Lodi,"North to Sargent Rd., South to Live Oak Rd., East to 3.25 miles east of Hwy 88, West to Hwy. 88.",31.4825,38.10624,-121.145546,https://www.google.com/maps/d/viewer?mid=1p07lI8hIpY-Fz5cptz93OBTH9OeufUvx,1p07lI8hIpY-Fz5cptz93OBTH9OeufUvx,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-24,ground,adult,Evergreen 5-25; DeltaGard,morning,05:00,07:00,complete,COMPLETE,Portion of Rural Southeast Escalon,E51,Escalon,"North to Vine Ave., South to East River Rd., East to Victory Ave., West to Seidner Rd.",5.3104,37.778339,-120.936755,https://www.google.com/maps/d/viewer?mid=1Dbg4eYovjCjr9FZ21JkIXwzPCs36XrBY,1Dbg4eYovjCjr9FZ21JkIXwzPCs36XrBY,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-26,aerial,adult,Dibrom,evening,20:00,23:00,complete,COMPLETE,"Delta Area- Portions of Brack Tract, Terminous Tract, Canal Ranch Tract, and Staten Island",D20,Delta,,48.6023,38.154063,-121.484051,https://www.google.com/maps/d/viewer?mid=1eerPYLmEgQBgeRIY0FgZiZMwshAK5ABd,1eerPYLmEgQBgeRIY0FgZiZMwshAK5ABd,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-26,aerial,adult,Dibrom,evening,20:00,23:00,cancelled,CANCELED DUE TO WIND,"Delta Area- Portions of Shima Tract, Rindge Tract, Wright Tract, Lower Roberts Island",D2,Delta,,18.0124,38.001048,-121.394973,https://www.google.com/maps/d/viewer?mid=1heJJ35n0Ncl7mExjNCOLOt_OdLoFKLgy,1heJJ35n0Ncl7mExjNCOLOt_OdLoFKLgy,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-26,aerial,adult,Dibrom,evening,20:00,23:00,complete,COMPLETE,Portion of Rural South County,SC7,South County,South of Manteca and West Of Ripon to San Joaquin County Line,25.5735,37.698811,-121.205986,https://www.google.com/maps/d/viewer?mid=1eT2bb3UMgtKD5jYJ_ufl1laRSlIP__Mg,1eT2bb3UMgtKD5jYJ_ufl1laRSlIP__Mg,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-26,aerial,adult,Dibrom,evening,20:00,23:00,complete,COMPLETE,Portion of Rural South County,SC6,South County,,9.4377,37.731836,-121.264245,https://www.google.com/maps/d/viewer?mid=1f0-bFLjD5HOZiYHtBvIRbEUokEX27sXW,1f0-bFLjD5HOZiYHtBvIRbEUokEX27sXW,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Clements Area,L17,Lodi,"North to Hwy 88, South to E. Stampede Rd., East to Clements Rd., West to Atkins Rd. (Added 8/26/21)",3.5494,38.181492,-121.086978,https://www.google.com/maps/d/viewer?mid=1a-s99-9JjYhfRdTtYYH9xaMsyuJebPif,1a-s99-9JjYhfRdTtYYH9xaMsyuJebPif,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Northwest Stockton,S5,Stockton,"North to Stanfield Dr., South to Mosher Slough, East to Thornton Rd., West to Bainbridge Pl.",1.408,38.032486,-121.346501,https://www.google.com/maps/d/viewer?mid=109q8EoTZrIRPqqWcYaVxLc9JdJ5qGeta,109q8EoTZrIRPqqWcYaVxLc9JdJ5qGeta,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural East Escalon,E29,Escalon,"North to OID Canal, South to Hwy 120, East to Victory Ave., West to Henry Rd. (Added 8/26/21)",3.7529,37.803345,-120.932621,https://www.google.com/maps/d/viewer?mid=1YdE4wGmIItr1fDrb1unsnlFVmpL_Tx5f,1YdE4wGmIItr1fDrb1unsnlFVmpL_Tx5f,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural North County,L5,Lodi,"North to San Joaquin / Sacramento County Line, South to E. Collier Rd., East to N. Dustin Rd., West to N. Cherokee Ln. (Added 8/26/21)",11.4144,38.232667,-121.245307,https://www.google.com/maps/d/viewer?mid=1VXvuXqjTEODI-aPYj7fkjVyidzueIgIt,1VXvuXqjTEODI-aPYj7fkjVyidzueIgIt,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural North Escalon,E32b,Escalon,"North to Dove Rd., South to Lone Tree Rd., East to Steinegul Rd., West to Escalon Bellota Rd. (Added 8/26/21)",7.7882,37.83812,-120.980255,https://www.google.com/maps/d/viewer?mid=1pzrd8Hynh63FfYfcz3qOD73R8FLkBC5G,1pzrd8Hynh63FfYfcz3qOD73R8FLkBC5G,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural North San Joaquin County,L11,Lodi,"North to Collier Rd., South to E. Jahant Rd., East to N. Watkinson Rd., West to Elliot Rd. (Added 8/26/21)",4.1447,38.212421,-121.157157,https://www.google.com/maps/d/viewer?mid=1D6UGE2zmEkXy-e-RDCgUbMnbMNDBixKA,1D6UGE2zmEkXy-e-RDCgUbMnbMNDBixKA,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural South Escalon,E9,Escalon,"North to Jones Rd., South to Stanislaus River, East to McHenry Ave., West to Brennan Rd. (Added 8/26/21)",3.5805,37.762971,-121.005503,https://www.google.com/maps/d/viewer?mid=1GyYAz3A_1FoOvpTInNSL_E0tBwsWQ2_2,1GyYAz3A_1FoOvpTInNSL_E0tBwsWQ2_2,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural South Farmington,E17,Escalon,"North to Little John Creek, South to 1/2 mile south of Skiff Rd., East to Biederman Way, West to Van Allen Rd. (Added 8/26/21)",4.8014,37.872198,-121.041213,https://www.google.com/maps/d/viewer?mid=172FaIzWOcywpL8lfe7mjJ8vcPlNupL9U,172FaIzWOcywpL8lfe7mjJ8vcPlNupL9U,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural South Manteca,M5,Manteca,"North to W. Ripon Rd., South to Melton Rd., East to Brown Rd., West to S. Union Rd.",6.3933,37.730164,-121.217225,https://www.google.com/maps/d/viewer?mid=15K9q3nAGaeY5piAMGFdsn9jSOTM6aTmC,15K9q3nAGaeY5piAMGFdsn9jSOTM6aTmC,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural Southeast Escalon,E51,Escalon,"North to Vine Ave., South to East River Rd., East to Victory Ave., West to Seidner Rd. (Added 8/26/21)",5.3104,37.778339,-120.936755,https://www.google.com/maps/d/viewer?mid=1Dbg4eYovjCjr9FZ21JkIXwzPCs36XrBY,1Dbg4eYovjCjr9FZ21JkIXwzPCs36XrBY,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural Southeast Lodi,L16,Lodi,"North to E. Kettleman Ln., South to Tokay Colony Rd., East to Jack Tone Rd., West to Hibbard Rd. (Added 8/26/21)",5.4487,38.100392,-121.158371,https://www.google.com/maps/d/viewer?mid=1DUWhMyDnPVNar92IhLuoouhPFlUDXvpK,1DUWhMyDnPVNar92IhLuoouhPFlUDXvpK,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,Portion of Rural West Lodi,L10,Lodi,Guard Rd. & White Slough area west of I-5 and south of Hwy 12,2.1605,38.109527,-121.416541,https://www.google.com/maps/d/viewer?mid=1kCjmYdRJwDWlsYgUhVuNHvrtYMq441vu,1kCjmYdRJwDWlsYgUhVuNHvrtYMq441vu,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-27,ground,adult,Evergreen 5-25; DeltaGard,morning,04:00,07:00,complete,COMPLETE,West Roberts Island,D6,Delta,,10.682,37.97315,-121.45385,https://www.google.com/maps/d/viewer?mid=1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,1tLFNWvooLxCsWS6xo4g5JBUGQ0y8XUtW,wayback:20210902093910,2026-07-27T10:51:21Z
2021-08-30,ground,adult,Evergreen 5-25; DeltaGard,evening,19:45,23:00,complete,COMPLETE,Delta- Wright and Elmwood Tracts,D12,Delta,,8.6345,37.9957,-121.384856,https://www.google.com/maps/d/viewer?mid=11vvIxM7pP2tdGwJBH9n2sT4_KB-vzi7G,11vvIxM7pP2tdGwJBH9n2sT4_KB-vzi7G,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,complete,COMPLETE,Banta Area,T10,Tracy,"North to UPRR, South to UPRR/Altamont Commuter Express, East to Paradise Cut, West to Grant Line Rd./Kasson Rd.",10.9251,37.766113,-121.33241,https://www.google.com/maps/d/viewer?mid=1KuwZV1ORSzessHNVh4ZnUZfBiEoQ9Tms,1KuwZV1ORSzessHNVh4ZnUZfBiEoQ9Tms,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,aerial,adult,Dibrom,evening,20:00,23:00,complete,COMPLETE,Delta- Portions of Brack Tract & Canal Ranch Tract,D19,Delta,,20.6303,38.156217,-121.465452,https://www.google.com/maps/d/viewer?mid=1vvayjDPp0Qr4mnJcXNipm413z_uf41Bs,1vvayjDPp0Qr4mnJcXNipm413z_uf41Bs,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,aerial,adult,Dibrom,evening,20:00,23:00,complete,COMPLETE,"Delta- Portions of McDonald Island, Rindge Tract, and Lower Roberts Island",D27,Delta,,25.833,37.998942,-121.481657,https://www.google.com/maps/d/viewer?mid=15KNjPPXo7DhP5Z9R9_tVZ8eC8h7X3iC8,15KNjPPXo7DhP5Z9R9_tVZ8eC8h7X3iC8,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,complete,COMPLETE,Portion of Rural East Ripon,R6,Ripon,"North to East River Rd., South to Stanislaus River, East to Sexton Rd., West to Wagner Rd. (Added 9/2/21)",8.2511,37.749998,-121.062134,https://www.google.com/maps/d/viewer?mid=1YL9H_Hvsk8cDWeuU1zLV1nZCaWJG3bh-,1YL9H_Hvsk8cDWeuU1zLV1nZCaWJG3bh-,wayback:20211016055904,2026-07-27T10:51:22Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,scheduled,,Portion of Rural North Escalon,E32c,Escalon,"North to Dove Rd., South to Lone Tree Rd., East to Steinegul Rd., West to Droge Rd.",9.0307,37.83814,-120.983199,https://www.google.com/maps/d/viewer?mid=17ri-jW2sjftf1187rNzzlgVv-7kPhLcI,17ri-jW2sjftf1187rNzzlgVv-7kPhLcI,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,complete,COMPLETE,Portion of Rural South County,SC6,South County,,9.4377,37.731836,-121.264245,https://www.google.com/maps/d/viewer?mid=1f0-bFLjD5HOZiYHtBvIRbEUokEX27sXW,1f0-bFLjD5HOZiYHtBvIRbEUokEX27sXW,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,scheduled,,Portion of Rural South County - Division Rd. Area,SC8B,South County,"North to Avenue D & Division Rd., South to San Joaquin and Stanislaus Rivers, East to Stanislaus River / Ave D, West to Two Rivers Rd.",7.575,37.683736,-121.23097,https://www.google.com/maps/d/viewer?mid=12pIzSEWaFB7oKf8CyTs4Ubweu52hngAB,12pIzSEWaFB7oKf8CyTs4Ubweu52hngAB,wayback:20210902093910,2026-07-27T10:51:21Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,complete,COMPLETE,Portion of Rural South Escalon,E6,Escalon,"North to Greenleaf Rd., South to Stanislaus River, East to Stanislaus River, West to Brennan Rd (Added 9/2/21)",1.4408,37.75737,-121.00603,https://www.google.com/maps/d/viewer?mid=1t0mLpgcO74l4M4QIge2qBuA2QAQsmvP0,1t0mLpgcO74l4M4QIge2qBuA2QAQsmvP0,wayback:20211016055904,2026-07-27T10:51:22Z
2021-09-02,ground,adult,Evergreen 5-25; DeltaGard,evening,19:30,22:30,complete,COMPLETE,Portion of Rural West Lodi,L2,Lodi,"North to W. Harney Ln., South to Armstrong Rd., East to UPRR, West to Ray Rd.",3.608,38.093629,-121.358177,https://www.google.com/maps/d/viewer?mid=1qyqINJ64VL6CFMAUQXpiVPuMDgwqIWnd,1qyqINJ64VL6CFMAUQXpiVPuMDgwqIWnd,wayback:20210902093910,2026-07-27T10:51:21Z
